PMID	Relationship_Count	Relationships
11115495	3	E2F1->TP73(Activation); EP300->TP73(Activation); MYC->TP73(Activation)
11115508	1	PTTG1->MYC(Unknown)
11116137	1	CREB1->PSEN1(Activation)
11117526	1	PGR->IGFBP1(Unknown)
11117529	1	PIAS2->AR(Activation)
11118053	1	LEF1->CCL7(Unknown)
11118217	2	NFIC->GTF3C1(Unknown); NFIC->GTF3C2(Unknown)
11118618	1	USF1->S100A6(Activation)
11120852	8	CEBPB->CXCL8(Unknown); CEBPB->IL6(Unknown); JUN->CXCL8(Unknown); JUN->IL6(Unknown); NFKB1->CXCL8(Unknown); NFKB1->IL6(Unknown); RELA->CXCL8(Unknown); RELA->IL6(Unknown)
11124935	3	SP1->MAT2A(Unknown); SP2->MAT2A(Unknown); SP3->MAT2A(Unknown)
11126367	4	NR3C1->SPP1(Unknown); POU2F1->SPP1(Unknown); POU2F2->SPP1(Unknown); SP1->SPP1(Unknown)
11127813	1	TP53->HRAS(Unknown)
11134186	2	CREB1->TRH(Unknown); STAT3->TRH(Unknown)
11137213	4	CIITA->HLA-F(Unknown); NFKB1->HLA-F(Unknown); RELA->HLA-F(Unknown); STAT1->HLA-E(Unknown)
11137218	2	CIITA->HLA-G(Unknown); SP1->HLA-G(Unknown)
11139569	2	HOXC8->TNFRSF11B(Unknown); SMAD1->TNFRSF11B(Unknown)
11145693	1	YY1->CXCR4(Repression)
11145913	3	KAT5->IL2(Unknown); NFKB1->IL2(Unknown); RELA->IL2(Unknown)
11146001	2	TFAP2A->DBH(Unknown); TFAP2A->TH(Unknown)
11146555	1	TP53->IFI16(Unknown)
11146623	1	MTA1->ESR1(Unknown)
11152453	1	TP53->CHEK1(Unknown)
11154737	1	SP1->NQO2(Unknown)
11157486	2	NFKB1->F3(Unknown); RELA->F3(Unknown)
11158308	1	MEF2C->MAPK7(Activation)
11158322	4	CTNNB1->MMP7(Activation); ETV4->MMP7(Activation); JUN->MMP7(Activation); LEF1->MMP7(Activation)
11160217	1	SP1->CCND2(Unknown)
11160303	5	FOS->CD40LG(Unknown); JUND->CD40LG(Unknown); NFKB1->CD40LG(Unknown); REL->CD40LG(Unknown); RELA->CD40LG(Unknown)
11162437	1	FUS->DDIT3(Activation)
11163768	3	BRCA1->JAK1(Unknown); BRCA1->JAK2(Unknown); BRCA1->STAT3(Unknown)
11170750	1	SP1->FGL2(Unknown)
11171058	1	AR->PIGR(Unknown)
11171071	1	RARA->MUC5AC(Repression)
11172010	1	ATM->IGF1R(Unknown)
11175791	1	LMX1B->COL4A4(Activation)
11180124	2	USF1->FCER1A(Unknown); USF2->FCER1A(Unknown)
11191885	1	HNF1A->UGT2B17(Activation)
11196473	6	ATF1->CYP11B1(Unknown); ATF1->CYP11B2(Unknown); ATF2->CYP11B1(Unknown); ATF2->CYP11B2(Unknown); CREB1->CYP11B1(Unknown); CREB1->CYP11B2(Unknown)
11198351	1	NFKB1->ICAM1(Unknown)
11207191	1	NR5A1->SRY(Activation)
11207625	2	NFKB1->DEFB4A(Unknown); RELA->DEFB4A(Unknown)
11212251	2	SP1->MUC2(Unknown); SP3->MUC2(Unknown)
11216640	2	NR3C1->ATP1B1(Unknown); NR3C2->ATP1B1(Unknown)
11223178	2	AR->CRISP1(Unknown); AR->CRISP3(Unknown)
11223338	1	SP1->COMP(Unknown)
11226004	1	SPI1->MS4A1(Unknown)
11229886	2	FOXM1->APOE(Unknown); SP1->APOE(Unknown)
11231003	2	TP53->AQP3(Unknown); TP73->AQP3(Unknown)
11233143	3	JUN->GCLC(Unknown); NFKB1->GCLC(Unknown); RELA->GCLC(Unknown)
11234878	6	ETV4->PLAUR(Unknown); FOSL1->PLAUR(Unknown); FOSL2->PLAUR(Unknown); JUN->PLAUR(Unknown); JUND->PLAUR(Unknown); SP1->PLAUR(Unknown)
11237613	2	SP1->UTRN(Activation); SP3->UTRN(Activation)
11238113	2	SP1->ITGA2(Unknown); SP3->ITGA2(Unknown)
11238180	2	AR->KLK3(Unknown); AR->NKX3-1(Unknown)
11238924	1	TP53->TP73(Unknown)
11239393	1	FUBP1->MYC(Unknown)
11241666	2	USF1->APC(Activation); USF2->APC(Activation)
11243407	2	NFKB1->WT1(Unknown); RELA->WT1(Unknown)
11244506	2	BRCA1->CTSD(Repression); BRCA1->TFF1(Repression)
11245470	1	NFIC->HMGB1(Activation)
11248027	1	MCM5->STAT1(Unknown)
11251188	1	SP1->SERPINE1(Unknown)
11254504	6	CDX2->SLC9A2(Unknown); EP300->SLC9A2(Unknown); MYOD1->SLC9A2(Unknown); NFKB1->SLC9A2(Unknown); RELA->SLC9A2(Unknown); SP1->SLC9A2(Unknown)
11254706	1	SPI1->IL12B(Unknown)
11256609	1	BRCA1->MDM2(Activation)
11258423	45	RFX5->HLA-DMA(Unknown); RFX5->HLA-DMB(Unknown); RFX5->HLA-DOA(Unknown); RFX5->HLA-DOB(Unknown); RFX5->HLA-DPA1(Unknown); RFX5->HLA-DPB1(Unknown); RFX5->HLA-DQA1(Unknown); RFX5->HLA-DQA2(Unknown); RFX5->HLA-DQB1(Unknown); RFX5->HLA-DQB2(Unknown); RFX5->HLA-DRA(Unknown); RFX5->HLA-DRB1(Unknown); RFX5->HLA-DRB3(Unknown); RFX5->HLA-DRB4(Unknown); RFX5->HLA-DRB5(Unknown); RFXANK->HLA-DMA(Unknown); RFXANK->HLA-DMB(Unknown); RFXANK->HLA-DOA(Unknown); RFXANK->HLA-DOB(Unknown); RFXANK->HLA-DPA1(Unknown); RFXANK->HLA-DPB1(Unknown); RFXANK->HLA-DQA1(Unknown); RFXANK->HLA-DQA2(Unknown); RFXANK->HLA-DQB1(Unknown); RFXANK->HLA-DQB2(Unknown); RFXANK->HLA-DRA(Unknown); RFXANK->HLA-DRB1(Unknown); RFXANK->HLA-DRB3(Unknown); RFXANK->HLA-DRB4(Unknown); RFXANK->HLA-DRB5(Unknown); RFXAP->HLA-DMA(Unknown); RFXAP->HLA-DMB(Unknown); RFXAP->HLA-DOA(Unknown); RFXAP->HLA-DOB(Unknown); RFXAP->HLA-DPA1(Unknown); RFXAP->HLA-DPB1(Unknown); RFXAP->HLA-DQA1(Unknown); RFXAP->HLA-DQA2(Unknown); RFXAP->HLA-DQB1(Unknown); RFXAP->HLA-DQB2(Unknown); RFXAP->HLA-DRA(Unknown); RFXAP->HLA-DRB1(Unknown); RFXAP->HLA-DRB3(Unknown); RFXAP->HLA-DRB4(Unknown); RFXAP->HLA-DRB5(Unknown)
11259163	1	MYB->MYC(Unknown)
11259372	4	NFKB1->CCL5(Unknown); REL->CCL5(Unknown); RELA->CCL5(Unknown); SP1->CCL5(Unknown)
11259615	3	SMAD2->AHR(Unknown); SMAD3->AHR(Unknown); SMAD4->AHR(Unknown)
11259630	3	SP1->MAOB(Unknown); SP3->MAOB(Unknown); SP4->MAOB(Activation)
11261829	1	ESR1->BCL2(Unknown)
11264176	1	MYBL2->CCNA1(Unknown)
11264984	2	NR1H3->ABCA1(Activation); SP1->ABCA1(Activation)
11274148	2	MYBBP1A->SFTPB(Unknown); NKX2-1->SFTPB(Unknown)
11274170	1	ETV4->PTGS2(Activation)
11277268	2	NFKB1->COL1A1(Unknown); RELA->COL1A1(Unknown)
11278253	1	TP53->CASP1(Unknown)
11278336	5	ATF2->PTGS2(Unknown); CREBBP->PTGS2(Unknown); FOS->PTGS2(Unknown); JUN->PTGS2(Unknown); PPARG->PTGS2(Unknown)
11278455	1	TFAP2C->ESR1(Activation)
11278460	1	WT1->SRY(Activation)
11278463	1	SP1->C1QBP(Unknown)
11278471	2	NFKBIA->NFKB1(Repression); NFKBIA->RELA(Repression)
11278645	1	AR->AKT1(Activation)
11278694	1	VHL->BHLHE40(Unknown)
11278818	2	SMAD3->BGLAP(Unknown); SMAD4->BGLAP(Unknown)
11278848	1	SP1->IL10(Unknown)
11278953	2	SP1->BAX(Unknown); TP53->BAX(Unknown)
11278956	1	CEBPD->PDGFRA(Unknown)
11284386	1	PLAG1->IGF2(Activation)
11284743	3	HNF1A->AKR1C4(Unknown); HNF4A->AKR1C4(Unknown); HNF4G->AKR1C4(Unknown)
11287612	2	HES1->CD4(Repression); MYB->CD4(Repression)
11297539	1	SP1->CDK6(Repression)
11297551	8	NFKB1->BIRC3(Activation); NFKB1->CXCL8(Activation); NFKB1->TNF(Unknown); NFKB1->TRAF1(Activation); RELA->BIRC3(Activation); RELA->CXCL8(Activation); RELA->TNF(Unknown); RELA->TRAF1(Activation)
11299224	1	SP1->P2RX4(Repression)
11299720	1	WT1->AR(Repression)
11301389	1	EPAS1->VEGFA(Activation)
11306276	2	JUN->IL1B(Unknown); JUNB->IL1B(Unknown)
11306560	2	NFKB1->CEACAM1(Activation); RELA->CEACAM1(Activation)
11313274	2	NFKB1->CD40(Unknown); RELA->CD40(Unknown)
11313353	1	SP1->ITGA2(Unknown)
11313879	2	BRCA1->FOS(Unknown); ELK1->FOS(Unknown)
11313881	2	E2F1->RPA2(Unknown); E2F1->TOP2A(Activation)
11313951	2	TBP->BCL2(Repression); TP53->BCL2(Repression)
11313989	3	TP53->FAS(Activation); TP53->TNFRSF10A(Activation); TP53->TNFRSF10B(Activation)
11315917	1	NR4A2->CRH(Unknown)
11316759	1	SP1->ADRB3(Unknown)
11326276	1	LEF1->CTNNB1(Unknown)
11327309	1	RARA->ETS1(Unknown)
11327698	1	SP1->IGF2(Activation)
11327783	2	NFKB1->IL6(Activation); RELA->IL6(Activation)
11328853	1	NR5A1->FSHR(Unknown)
11331273	2	CEBPB->HP(Unknown); SMAD4->HP(Unknown)
11331284	1	NR5A2->CETP(Activation)
11331609	1	SPEN->NCOR2(Unknown)
11332992	2	CIITA->HLA-DMB(Unknown); CIITA->HLA-DQB1(Unknown)
11336542	2	EGR1->IGF2(Unknown); SP1->IGF2(Unknown)
11337499	4	FOSB->TIMP1(Repression); FOSL2->TIMP1(Repression); JUND->IL6(Activation); JUND->TIMP1(Unknown)
11337507	1	SP1->MAT2B(Activation)
11340078	1	SP1->TAF7(Unknown)
11342414	6	NFKB1->CCL3(Unknown); NFKB1->CCL4(Unknown); NFKB1->CXCL8(Unknown); RELA->CCL3(Unknown); RELA->CCL4(Unknown); RELA->CXCL8(Unknown)
11342629	2	BCL6->FCER2(Repression); IRF4->FCER2(Activation)
11343253	1	NR1I3->UGT1A1(Unknown)
11359799	2	NFKB1->CD80(Activation); RELA->CD80(Activation)
11359843	2	NFKB1->VCAM1(Activation); RELA->VCAM1(Activation)
11368440	1	STAT3->IL2RA(Unknown)
11369448	1	SP1->GDA(Unknown)
11369651	1	STAT3->BCL2L1(Activation)
11373277	1	KLF12->TFAP2A(Repression)
11375392	1	POU2F1->TXNRD1(Unknown)
11375983	2	SP1->POLD1(Unknown); TP53->POLD1(Unknown)
11376631	9	NFKB1->MMP1(Unknown); NFKB1->MMP3(Unknown); NFKB1->MMP9(Unknown); NFKBIA->MMP1(Unknown); NFKBIA->MMP3(Unknown); NFKBIA->MMP9(Unknown); RELA->MMP1(Unknown); RELA->MMP3(Unknown); RELA->MMP9(Unknown)
11378386	1	PPARG->PTEN(Activation)
11379008	1	SP1->CYP17A1(Unknown)
11382920	1	JUN->NOS3(Unknown)
11382925	1	JUN->CA2(Unknown)
11385613	3	GATA3->TRA(Unknown); POU2F1->TRA(Unknown); POU2F2->TRA(Unknown)
11387316	2	NR1H4->ABCB11(Unknown); RXRA->ABCB11(Unknown)
11387332	3	BCL3->NFKB1(Repression); NFKB1->BCL3(Activation); RELA->BCL3(Activation)
11389171	2	NFKB1->CCL5(Unknown); RELA->CCL5(Unknown)
11389726	1	ETS1->CSNK2B(Unknown)
11394910	1	BRCA1->CDKN1A(Unknown)
11396184	3	APC->PTGS2(Unknown); CTNNB1->PTGS2(Unknown); TCF7L2->PTGS2(Unknown)
11397803	1	RARA->SCD(Activation)
11397960	1	STAT1->CIITA(Activation)
11401521	2	NFKB1->ICAM1(Unknown); RELA->ICAM1(Unknown)
11402043	1	E2F1->SERPINE1(Repression)
11404025	1	MYB->SIM2(Unknown)
11405179	2	BRCA1->BRCA2(Unknown); BRCA1->EP300(Unknown)
11406558	1	MBD2->GSTP1(Unknown)
11409902	1	SP1->CES1(Unknown)
11412039	2	PPARA->PTGS2(Activation); PPARG->PTGS2(Activation)
11413310	4	CREB1->CCL5(Unknown); JUN->CCL5(Unknown); NFKB1->CCL5(Unknown); RELA->CCL5(Unknown)
11414710	1	SREBF1->SCD(Unknown)
11415440	2	SP1->CBS(Unknown); SP3->CBS(Unknown)
11418466	3	GATA1->GNAS(Unknown); GATA1->GP1BB(Unknown); GATA1->GP9(Unknown)
11418607	6	CREB1->MUC4(Unknown); NR3C1->MUC4(Unknown); SP1->MUC4(Unknown); SP3->MUC4(Unknown); TFAP2A->MUC4(Unknown); TFAP4->MUC4(Unknown)
11420178	1	PPARG->PLIN2(Activation)
11420667	1	TFAP2A->CDKN1A(Repression)
11420680	2	NFYA->GADD45A(Unknown); POU2F1->GADD45A(Unknown)
11424091	1	ETS1->MDM2(Repression)
11425859	1	MITF->TRAP(Activation)
11425864	1	JUN->MGP(Unknown)
11426939	1	NFKB1->TIMP1(Unknown)
11427482	2	MYB->MAT2A(Activation); SP1->MAT2A(Activation)
11427532	1	TP53->WRN(Repression)
11429551	1	CIITA->HLA-DRA(Unknown)
11430829	1	ZEB2->CDH1(Repression)
11431321	1	CTCF->H19(Unknown)
11433027	2	NFIC->POLE2(Unknown); SP1->POLE2(Unknown)
11435435	2	HOXA7->IVL(Activation); HOXA7->KRT10(Activation)
11438531	2	SP1->PDE6B(Unknown); SP4->PDE6B(Unknown)
11438703	1	NFKB1->NOS2(Unknown)
11444825	1	TP53->CDKN1A(Activation)
11444842	1	JUN->MMP12(Unknown)
11450701	1	CDX2->VDR(Unknown)
11460505	1	STAT3->FGG(Activation)
11463837	2	NFKB1->ICAM1(Activation); RELA->ICAM1(Activation)
11463853	3	NFIC->CYP17A1(Unknown); SP1->CYP17A1(Unknown); SP3->CYP17A1(Unknown)
11464288	2	IRF1->CIITA(Activation); STAT1->CIITA(Activation)
11466367	2	NFKB1->A2M(Unknown); STAT3->A2M(Unknown)
11466608	2	ATM->SP1(Repression); SP1->ATM(Unknown)
11467950	2	USF1->MYH9(Unknown); USF2->MYH9(Unknown)
11469723	1	AIP->AHR(Activation)
11470525	1	SP1->CYP7B1(Unknown)
11473619	2	KLF15->CLCNKA(Unknown); MAZ->CLCNKA(Unknown)
11477071	2	ESR1->JUN(Activation); ESR1->JUNB(Activation)
11477089	1	SP1->IFNGR1(Unknown)
11477108	1	NRL->RHO(Unknown)
11478739	2	NFKB1->CCL5(Activation); RELA->CCL5(Activation)
11478782	2	ONECUT1->MITF(Unknown); ONECUT2->MITF(Activation)
11479230	1	SP1->CAT(Unknown)
11479593	2	CTCF->DMPK(Unknown); CTCF->SIX5(Unknown)
11481336	2	MITF->ACP5(Activation); SPI1->ACP5(Activation)
11483245	1	TFAP2A->HTT(Unknown)
11485307	2	SP1->CYP3A5(Unknown); SP3->CYP3A5(Unknown)
11485737	2	NFAT5->LTB(Unknown); NFAT5->TNF(Unknown)
11486006	2	HIF1A->VEGFA(Unknown); SMAD3->VEGFA(Unknown)
11486032	1	HLF->RUNX1(Repression)
11486036	2	EP300->YY1(Unknown); KAT2B->YY1(Unknown)
11488907	1	EGR1->ABCB1(Activation)
11493034	1	EGR2->GJB1(Unknown)
11495920	2	SP1->CYP3A7(Unknown); SP3->CYP3A7(Unknown)
11500964	1	CREM->ACR(Unknown)
11502209	2	NFKB1->PTAFR(Activation); RELA->PTAFR(Activation)
11502738	1	EGR1->CCND1(Activation)
11502835	2	PAWR->NOV(Activation); WT1->NOV(Unknown)
11504280	2	NFKB1->IL6(Activation); RELA->IL6(Activation)
11504717	1	AR->KLK3(Activation)
11505407	2	NFKB1->EPCAM(Repression); RELA->EPCAM(Repression)
11511535	2	HDAC1->CCND2(Repression); TRRAP->CCND2(Activation)
11512674	2	NFKB1->CCL2(Activation); NFKB1->CXCL8(Activation)
11517191	7	ESR1->CDKN1A(Activation); ESR1->MYC(Unknown); ESR1->TFF1(Activation); ESR1->TGFA(Activation); ESR2->CDKN1A(Activation); ESR2->TFF1(Activation); ESR2->TGFA(Activation)
11517213	1	TFAP2A->HIP1(Unknown)
11517296	2	ESR2->CD68(Unknown); ESR2->PTPRC(Unknown)
11519042	2	MYC->CD38(Activation); MYC->MME(Activation)
11521200	1	CDX2->KLF4(Activation)
11522021	1	YY1->VWF(Unknown)
11522645	1	MYC->CCNB1(Unknown)
11522779	1	SRCAP->PCK2(Unknown)
11525640	2	NFYA->GADD45A(Activation); POU2F1->GADD45A(Activation)
11525643	1	RARA->PRKCA(Activation)
11528400	1	MDM4->TP53(Unknown)
11529914	2	NFKB1->CD40LG(Unknown); RELA->CD40LG(Unknown)
11532861	3	AR->KLK1(Unknown); AR->KLK2(Unknown); AR->KLK3(Unknown)
11532945	2	YY1->HDAC1(Unknown); YY1->HDAC2(Unknown)
11533238	2	HDAC1->HLA-DRA(Repression); YY1->HLA-DRA(Unknown)
11544257	1	CDC5L->PLRG1(Unknown)
11544302	5	NFKB1->TNFSF10(Activation); NFKB1->TNFSF10(Repression); NFKBIA->TNFSF10(Repression); RELA->TNFSF10(Activation); RELA->TNFSF10(Repression)
11544308	1	STAT6->CCL26(Activation)
11545734	1	TP53->PTEN(Unknown)
11551969	1	KLF4->LAMA3(Activation)
11553631	1	HINFP->MBD2(Repression)
11554737	3	PAX6->PROX1(Activation); PAX6->SIX3(Activation); PROX1->SIX3(Activation)
11556541	2	STAT1->CTSB(Unknown); STAT1->CTSL(Unknown)
11556732	5	ETS1->ITGB3(Unknown); ETS1->MMP1(Unknown); ETS1->MMP3(Unknown); ETS1->MMP9(Unknown); ETS1->PLAU(Unknown)
11556855	2	AR->EGFR(Activation); AR->TGFA(Activation)
11557042	1	USF2->TOP3A(Activation)
11557063	2	HSF2->MAP2K4(Repression); HSF2->MAPK8(Repression)
11559366	1	E2F1->SERPINE1(Repression)
11559537	1	E2F1->BCL2(Activation)
11559575	2	SP1->VEGFA(Repression); TP53->VEGFA(Repression)
11559712	4	NFKB1->CXCL5(Unknown); RELA->CXCL5(Unknown); SP1->CXCL5(Activation); ZNF148->CXCL5(Unknown)
11564608	1	NR5A2->CYP11B1(Activation)
11564716	2	PPARA->CGB5(Unknown); RXRA->CGB5(Unknown)
11564889	4	HDAC1->CXCL8(Unknown); HDAC2->CXCL8(Unknown); NFKB1->CXCL8(Activation); RELA->CXCL8(Activation)
11567998	1	HDAC3->GATA2(Repression)
11571582	1	AR->KLK3(Activation)
11571638	2	SMAD3->FSTL3(Unknown); SMAD4->FSTL3(Unknown)
11572983	1	TP53->BBC3(Unknown)
11574168	1	SP1->MMP28(Unknown)
11574398	1	PPARG->FABP4(Activation)
11574690	2	SP1->PAX6(Unknown); TFCP2->PAX6(Activation)
11579131	5	CREB1->GSK3A(Unknown); CREB1->GSK3B(Unknown); NFKB1->GSK3A(Unknown); NFKB1->GSK3B(Unknown); RELA->GSK3A(Unknown)
11585834	3	HDAC7->MEF2A(Repression); HDAC7->MEF2C(Repression); HDAC7->MEF2D(Repression)
11585914	1	RARA->HNF4A(Unknown)
11590145	1	ETS1->PTHLH(Unknown)
11591713	1	EP300->MDM2(Unknown)
11592817	2	NR0B1->CYP17A1(Repression); NR2F1->CYP17A1(Repression)
11593399	1	CREB1->RP1(Unknown)
11595170	1	FOXA2->NR5A2(Activation)
11595740	1	ATF6->ATP2A2(Unknown)
11596110	1	RB1->SFTPD(Activation)
11604227	2	ESR1->RUNX2(Unknown); JUN->RUNX2(Unknown)
11604492	1	PPARG->NR1H3(Unknown)
11604498	1	SF1->TCERG1(Repression)
11641774	1	TP53->EPHA2(Activation)
11675004	2	SP1->OPRM1(Activation); SP3->OPRM1(Activation)
11675351	3	MYB->BCL2(Activation); MYB->IL15(Activation); MYB->IL7(Activation)
11682620	3	NR2C2->LHCGR(Activation); NR2F1->LHCGR(Repression); NR2F6->LHCGR(Repression)
11682627	1	ESR1->SERPINB9(Unknown)
11684084	1	CDX2->GUCY2C(Unknown)
11684682	3	SP1->FABP6(Unknown); SREBF1->FABP6(Unknown); SREBF2->FABP6(Unknown)
11687571	1	YY1->IL4(Activation)
11687969	1	SP1->TGFBR2(Unknown)
11689575	2	NFKB1->PLAU(Activation); RELA->PLAU(Activation)
11694881	1	TOB1->IL2(Repression)
11696592	1	SLA2->CD69(Unknown)
11696979	4	CEBPB->PTPN13(Unknown); NFKB1->PTPN13(Unknown); RELA->PTPN13(Unknown); TP53->PTPN13(Unknown)
11698458	3	SP1->CD14(Unknown); SP2->CD14(Unknown); SP3->CD14(Unknown)
11704838	1	CEBPZ->MLH1(Repression)
11704867	1	POU5F1->GADD45A(Unknown)
11705881	3	E2F1->CDKN2A(Activation); E2F1->MCL1(Repression); E2F1->MYC(Activation)
11705993	1	NR3C1->RPS6KA3(Activation)
11706010	2	CTCF->APP(Activation); CTCF->APP(Repression)
11706030	2	TP53->CABLES1(Unknown); TP73->CABLES1(Unknown)
11711532	1	TP53->ANTXR1(Unknown)
11714807	1	NFKB1->PIGR(Unknown)
11719924	1	CREB1->BDNF(Activation)
11722845	2	ATF1->SLC20A1(Activation); CREB1->SLC20A1(Activation)
11723240	1	ETS1->ECE1(Activation)
11723248	1	VDR->CYP3A4(Unknown)
11724400	1	SP1->SOD1(Repression)
11727931	1	VHL->HIF1A(Unknown)
11731421	3	JUN->VEGFA(Repression); SP1->VEGFA(Unknown); TFAP2A->VEGFA(Unknown)
11731618	3	STAT5A->ESR1(Unknown); STAT5B->ESR1(Unknown); STAT5B->ESR2(Unknown)
11734543	3	SOX10->GJB1(Unknown); SOX10->MBP(Unknown); SOX10->PMP22(Unknown)
11736660	1	ASCL1->PCSK6(Repression)
11739509	1	TCF3->CR2(Activation)
11739746	1	ILF2->ILF3(Unknown)
11740489	1	TP53->HIPK2(Activation)
11740937	1	STAT3->GFAP(Unknown)
11742062	2	HOXA7->CDH1(Activation); HOXA7->VIM(Activation)
11742542	2	SP1->CTSL(Activation); SP3->CTSL(Activation)
11743638	1	CDX1->PCNA(Activation)
11744993	2	NFKB1->NFKBIA(Repression); RELA->NFKBIA(Repression)
11749701	1	HIF1A->VEGFA(Activation)
11749970	3	NFKB1->TNF(Activation); RELA->CCL20(Activation); RELA->TNF(Activation)
11751212	1	EPAS1->VEGFA(Activation)
11751382	1	APC->BIRC5(Unknown)
11751867	1	LMO4->BRCA1(Repression)
11751888	1	NFKB1->CD40LG(Activation)
11751947	2	NR3C2->CCR5(Activation); NR3C2->CCR6(Activation)
11752221	2	HNF4A->CYP2D6(Activation); HNF4G->CYP2D6(Activation)
11753601	4	ABL1->BAX(Activation); ABL1->BCL2(Repression); ABL1->CDKN1A(Activation); ABL1->TP53(Activation)
11754361	1	CREM->FASLG(Repression)
11756185	1	TP53->TNFRSF10B(Activation)
11756417	1	STAT5A->BCL2L1(Unknown)
11756562	1	FOXO3->FASLG(Activation)
11757833	2	NFKB1->SERPINE1(Activation); RELA->SERPINE1(Activation)
11773055	1	SP1->CASP3(Unknown)
11773605	1	WT1->VDR(Unknown)
11774399	6	FOS->MMP7(Unknown); FOS->MMP9(Unknown); FOS->PLAU(Unknown); JUN->MMP7(Unknown); JUN->MMP9(Unknown); JUN->PLAU(Unknown)
11776974	4	ATF1->TGFB2(Activation); CREB1->PLAU(Unknown); USF1->TGFB2(Activation); USF2->TGFB2(Activation)
11777915	2	BCL6->BCL2L1(Repression); FOXO4->BCL6(Activation)
11777930	1	BRCA1->GADD45A(Unknown)
11781104	1	SSB->HAP1(Repression)
11781710	2	NFKB1->IL2RA(Unknown); RELA->IL2RA(Unknown)
11781715	2	POU2F1->IL2(Activation); POU2F1->IL4(Repression)
11782371	2	BRCA1->EP300(Activation); ESR1->BRCA1(Unknown)
11788008	1	STAT3->SOCS3(Activation)
11790787	1	SREBF1->FASN(Unknown)
11792626	1	JUN->SPRR1B(Activation)
11792711	2	ATF3->MMP2(Repression); TP53->MMP2(Activation)
11795270	1	PPARG->CD36(Activation)
11795942	1	MYC->IGK(Activation)
11801594	1	CEBPB->HSF1(Unknown)
11802722	2	SP1->HMGA2(Unknown); SP3->HMGA2(Unknown)
11804585	1	HDAC4->HDAC3(Unknown)
11809683	1	TP53->STAT3(Repression)
11814673	1	RUNX2->PTH(Unknown)
11814679	2	SP1->BSG(Activation); SP3->BSG(Activation)
11822868	1	ETS1->TMEM158(Activation)
11823510	2	CIITA->HLA-DOA(Activation); CIITA->HLA-DOB(Activation)
11827962	1	RELA->SELE(Unknown)
11829142	1	YBX1->AGT(Activation)
11829738	2	SP1->FBLN1(Unknown); SP3->FBLN1(Unknown)
11830330	2	SP1->TIMP1(Activation); SP3->TIMP1(Unknown)
11830455	2	NFKB1->CCR7(Activation); RELA->CCR7(Activation)
11830539	1	EGR1->EGFR(Activation)
11840453	1	DR1->PTGS2(Activation)
11846562	3	ELK1->FOS(Unknown); ELK4->FOS(Unknown); SRF->FOS(Unknown)
11847120	1	POU2F1->POU2AF1(Unknown)
11853549	1	SP1->SOD2(Repression)
11854297	2	FOS->SMAD4(Unknown); JUNB->SMAD4(Unknown)
11854457	1	BCL6->PDCD2(Unknown)
11861406	4	NFKB1->CCNB1(Activation); NFKB1->CCND1(Activation); RELA->CCNB1(Activation); RELA->CCND1(Activation)
11861426	1	PPARG->CIITA(Repression)
11861672	2	USF1->ABCA1(Activation); USF2->ABCA1(Activation)
11865062	1	MECP2->ABCB1(Unknown)
11867220	2	SP1->CYP27A1(Activation); SP3->CYP27A1(Activation)
11870074	3	EGR1->DMRT1(Unknown); SP1->DMRT1(Unknown); SP3->DMRT1(Unknown)
11874696	2	POU1F1->GH1(Unknown); POU1F1->PRL(Unknown)
11874984	1	CREB1->CXCR4(Unknown)
11875072	1	PPARA->UCP1(Repression)
11875100	1	POU3F2->GNRH1(Activation)
11875113	1	SOX9->NR5A1(Activation)
11875117	1	HOXA10->ITGB3(Unknown)
11875720	1	TP53->ADGRB1(Unknown)
11877282	1	HIF1A->SERPINE1(Unknown)
11877286	2	NFKB1->ICAM1(Activation); RELA->ICAM1(Activation)
11877397	2	NFKB1->IRF7(Unknown); RELA->IRF7(Unknown)
11877452	1	TP53->PIAS3(Repression)
11880364	12	NFKB1->BCL2A1(Activation); NFKB1->BIRC3(Activation); NFKB1->SOD2(Activation); NFKB1->TNFAIP3(Activation); REL->BCL2A1(Activation); REL->BIRC3(Activation); REL->SOD2(Activation); REL->TNFAIP3(Activation); RELA->BCL2A1(Activation); RELA->BIRC3(Activation); RELA->SOD2(Activation); RELA->TNFAIP3(Activation)
11883315	2	E2F1->FSHR(Unknown); E2F5->FSHR(Unknown)
11888928	2	PLAG1->IGF2(Activation); PLAGL2->IGF2(Activation)
11889043	6	CIITA->HLA-DMB(Unknown); CIITA->HLA-DPB1(Unknown); CIITA->HLA-DRA(Unknown); RFX1->HLA-DMB(Unknown); RFX1->HLA-DPB1(Unknown); RFX1->HLA-DRA(Unknown)
11891284	1	PML->UBA7(Repression)
11891324	2	FOXD3->SPP1(Activation); POU5F1->SPP1(Activation)
11891846	1	NR3C1->CSF1R(Unknown)
11892838	2	TP53->CCNB1(Repression); TP53->CDKN1A(Activation)
11895773	1	NFIC->VWF(Unknown)
11896071	2	RB1->WRN(Unknown); SP1->WRN(Unknown)
11896574	2	TP53->APAF1(Unknown); TP53->PLAGL1(Unknown)
11899260	2	NFKB1->PLA2G2A(Unknown); RELA->PLA2G2A(Unknown)
11907114	1	CREB1->IFNG(Repression)
11909978	1	NFKB1->KLK3(Activation)
11910354	1	SP1->MET(Activation)
11912153	1	PAWR->BCL2(Repression)
